name,processed_text,sentiment_label
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
The FIDI Hotel,fidi hotel,Very Good
Holiday Inn Express - Wall Street by IHG,holiday inn express wall street ihg,Good
TRYP by Wyndham New York City Times Square - Midtown,tryp wyndham new york citi time squar midtown,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Hampton Inn Times Square Central,hampton inn time squar central,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Holiday Inn Express New York City Chelsea by IHG,holiday inn express new york citi chelsea ihg,Good
Pod 51,pod 51,Good
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,fairfield inn suit marriott new york manhattantim squar south,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Delta Hotels by Marriott New York Times Square,delta hotel marriott new york time squar,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
45 Times Square Hotel,45 time squar hotel,Very Good
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
Pod Times Square,pod time squar,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Element Times Square West,element time squar west,Very Good
Pod 39,pod 39,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Archer Hotel New York,archer hotel new york,Excellent
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hotel Hayden New York,hotel hayden new york,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
TownePlace Suites by Marriott New York Manhattan/Times Square,towneplac suit marriott new york manhattantim squar,Very Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
The FIDI Hotel,fidi hotel,Very Good
Holiday Inn Express - Wall Street by IHG,holiday inn express wall street ihg,Good
TRYP by Wyndham New York City Times Square - Midtown,tryp wyndham new york citi time squar midtown,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Hampton Inn Times Square Central,hampton inn time squar central,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Holiday Inn Express New York City Chelsea by IHG,holiday inn express new york citi chelsea ihg,Good
Pod 51,pod 51,Good
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,fairfield inn suit marriott new york manhattantim squar south,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Delta Hotels by Marriott New York Times Square,delta hotel marriott new york time squar,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
45 Times Square Hotel,45 time squar hotel,Very Good
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
Tempo By Hilton New York Times Square,tempo hilton new york time squar,Excellent
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Pod Times Square,pod time squar,Very Good
Pod 39,pod 39,Very Good
Element Times Square West,element time squar west,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Pod 51,pod 51,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Edison Times Square,hotel edison time squar,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
Hyatt Place New York/Midtown-South,hyatt place new yorkmidtownsouth,Very Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Millennium Downtown New York,millennium downtown new york,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
The Historic Blue Moon Hotel - NYC,histor blue moon hotel nyc,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
The FIDI Hotel,fidi hotel,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Romer Hell's Kitchen,romer hell kitchen,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Holiday Inn Express - Wall Street by IHG,holiday inn express wall street ihg,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
The Chelsean New York,chelsean new york,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
"Dream Midtown, by Hyatt",dream midtown hyatt,Good
Grayson Hotel,grayson hotel,Excellent
TRYP by Wyndham New York City Times Square - Midtown,tryp wyndham new york citi time squar midtown,Good
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Pod Times Square,pod time squar,Very Good
Pod 39,pod 39,Very Good
Element Times Square West,element time squar west,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Pod 51,pod 51,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Edison Times Square,hotel edison time squar,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
Hyatt Place New York/Midtown-South,hyatt place new yorkmidtownsouth,Very Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Millennium Downtown New York,millennium downtown new york,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
The Historic Blue Moon Hotel - NYC,histor blue moon hotel nyc,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
The FIDI Hotel,fidi hotel,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Romer Hell's Kitchen,romer hell kitchen,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Holiday Inn Express - Wall Street by IHG,holiday inn express wall street ihg,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
The Chelsean New York,chelsean new york,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
"Dream Midtown, by Hyatt",dream midtown hyatt,Good
Grayson Hotel,grayson hotel,Excellent
TRYP by Wyndham New York City Times Square - Midtown,tryp wyndham new york citi time squar midtown,Good
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,fairfield inn suit marriott new york manhattanchelsea,Very Good
